Student_ID,Age,Study_Hours_per_Week,Online_Courses_Completed,Assignment_Completion_Rate,Exam_Score,Attendance_Rate,Sleep_Hours_per_Night,Parental_Income,Extracurricular_Activities,Commute_Time,Part_Time_Job_Hours,Time_Spent_on_Social_Media,Gender,Preferred_Learning_Style,Participation_in_Discussions,Use_of_Educational_Tech,Peer_Study_Group,Self_Reported_Stress_Level,Parental_Education,Health_Metrics,Final_Grade,Letter_Grade,AtRisk
S06031,22,30.8,7.69,83.23,75.18,84.95,7.2,85272.44,15.46,91.6,11.6,3.64,Female,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,86.17,B,No
S06032,21,26.1,12.7,82.89,72.36,91.47,7.2,129030.31,15.12,41.1,16.0,3.25,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.12,B+,No
S06033,20,25.2,8.75,67.32,60.39,75.01,7.8,54864.76,12.75,118.0,12.7,4.25,Male,Visual,No,Yes,False,High,High_School_Diploma,Average,76.52,C,Yes
S06034,21,23.1,10.62,68.55,55.51,62.27,6.2,79406.09,14.25,147.8,18.8,4.97,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,70.52,C-,Yes
S06035,23,26.3,5.03,76.77,72.98,79.78,9.0,81330.34,15.43,100.9,11.0,3.02,Female,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,84.01,B,No
S06036,21,29.6,9.74,75.64,66.77,74.37,8.1,61177.66,13.98,87.5,11.6,2.98,Male,Visual,Yes,Yes,False,Medium,High_School_Diploma,Excellent,81.59,B-,Yes
S06037,21,17.9,8.38,69.66,53.51,65.4,7.5,73547.6,13.42,108.2,16.2,4.55,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,75.29,C,Yes
S06038,21,25.5,10.52,76.69,60.0,76.95,6.4,81437.95,14.26,93.3,15.9,4.15,Male,Visual,Yes,Yes,False,Medium,Some_College_No_Degree,Average,81.35,B-,Yes
S06039,19,32.9,15.07,75.66,77.07,85.81,7.0,90369.02,18.68,55.9,6.9,3.69,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.67,B+,No
S06040,21,18.1,10.9,69.72,55.76,76.26,6.6,96664.87,13.84,110.8,9.2,4.87,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,81.02,B-,Yes
S06041,20,26.6,13.6,79.5,75.15,84.86,8.0,125448.32,15.7,60.5,5.1,3.87,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,90.93,A-,No
S06042,25,19.5,9.46,78.8,70.56,79.43,7.4,109582.85,14.86,112.4,12.5,3.42,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,85.46,B,No
S06043,19,32.1,7.47,73.65,63.96,76.26,8.4,43577.0,12.06,48.8,10.6,2.88,Female,Visual,No,Yes,False,High,High_School_Diploma,Excellent,80.83,B-,Yes
S06044,25,13.2,6.76,79.35,68.41,83.82,8.9,142341.17,18.32,121.2,8.9,2.72,Male,Auditory,Yes,Yes,False,Low,Bachelors_Degree,Excellent,86.13,B,No
S06045,22,23.9,6.98,78.42,82.0,96.47,8.1,110597.39,17.47,56.2,8.2,2.41,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,90.91,A-,No
S06046,23,23.6,9.58,80.28,79.2,93.31,8.5,109272.93,17.74,48.4,12.1,2.27,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,90.34,A-,No
S06047,21,40.5,17.71,91.76,79.36,90.31,7.4,93628.41,16.32,69.6,7.6,4.08,Male,Kinesthetic,Yes,Yes,True,Medium,Some_College_No_Degree,Average,91.81,A-,No
S06048,21,27.6,10.49,75.55,68.07,76.83,8.1,135183.58,16.04,129.9,12.3,3.38,Female,Visual,Yes,Yes,False,Medium,Bachelors_Degree,Excellent,83.09,B,No
S06049,24,8.2,1.01,65.29,55.75,68.94,8.3,42250.55,15.67,128.7,14.0,3.93,Male,Auditory,No,Yes,False,High,High_School_Diploma,Excellent,67.37,D,Yes
S06050,22,43.1,18.41,99.71,80.06,100.5,5.0,113729.58,11.84,72.2,18.9,5.41,Female,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Poor,91.02,A-,No
S06051,23,22.3,10.44,78.64,80.16,87.0,7.8,116012.59,18.65,67.0,8.8,4.22,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.99,B+,No
S06052,23,21.4,7.04,72.64,72.66,82.04,7.4,95742.65,15.29,117.0,11.7,3.78,Female,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,82.0,B-,Yes
S06053,25,27.4,12.71,87.23,73.84,84.15,8.1,137922.85,13.82,110.0,11.8,1.98,Female,Visual,Yes,Yes,True,Low,Bachelors_Degree,Excellent,91.6,A-,No
S06054,20,10.4,8.41,59.37,49.99,63.29,10.0,110499.27,16.14,128.5,10.4,4.72,Female,Auditory,No,Yes,False,High,Associate_Degree,Excellent,72.65,C-,Yes
S06055,22,16.9,8.22,74.18,60.71,74.71,10.0,113206.52,15.88,132.6,13.7,3.37,Male,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,75.31,C,Yes
S06056,23,17.3,6.91,64.55,65.05,70.85,8.1,108890.13,17.62,136.6,14.5,4.06,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,76.55,C,Yes
S06057,22,25.4,9.98,75.47,73.73,76.82,7.6,107394.62,17.57,87.9,13.3,3.89,Male,Visual,Yes,Yes,False,Medium,Associate_Degree,Average,85.77,B,No
S06058,24,31.3,7.02,75.42,81.83,80.69,6.8,139934.91,15.84,116.5,8.1,4.02,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,94.04,A,No
S06059,20,8.7,7.41,64.17,55.08,75.96,8.7,107370.83,18.97,104.0,9.1,3.55,Male,Auditory,No,Yes,False,High,Associate_Degree,Excellent,80.22,B-,Yes
S06060,22,11.9,8.76,74.71,52.21,80.44,8.1,142491.64,14.8,91.4,16.8,3.22,Female,Auditory,No,Yes,False,Medium,Bachelors_Degree,Excellent,85.08,B,No
S06061,22,32.2,12.87,78.9,78.91,86.68,6.8,92927.9,17.43,75.5,11.3,3.76,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Average,88.29,B+,No
S06062,23,19.1,10.35,67.29,70.02,68.67,6.7,107749.13,16.38,103.4,11.5,4.3,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,83.84,B,No
S06063,18,21.7,13.13,65.6,55.24,73.21,9.8,85428.07,17.25,85.4,8.4,2.82,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,80.03,B-,Yes
S06064,22,24.9,9.24,72.85,69.69,73.92,7.4,80364.4,16.32,120.8,13.1,4.22,Male,Reading/Writing,No,Yes,False,Medium,Some_College_No_Degree,Average,76.45,C,Yes
S06065,21,12.6,7.33,56.35,48.71,63.93,8.7,48775.33,13.56,112.6,21.4,3.38,Male,Auditory,No,Yes,False,High,High_School_Diploma,Excellent,70.0,C-,Yes
S06066,24,35.0,10.29,87.34,88.73,100.6,5.9,124252.82,18.36,86.0,4.0,3.78,Female,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Poor,97.12,A,No
S06067,22,14.8,7.43,77.13,60.6,78.25,8.5,71665.94,19.75,56.6,11.3,2.53,Male,Auditory,Yes,No,False,Medium,Some_College_No_Degree,Excellent,81.37,B-,Yes
S06068,20,22.7,11.49,67.79,53.48,64.53,7.0,68588.64,13.45,86.5,14.1,4.35,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Average,76.83,C,Yes
S06069,24,20.4,12.03,81.56,68.03,81.14,6.7,122426.16,14.97,102.8,13.3,4.26,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,85.33,B,No
S06070,23,21.2,11.19,71.95,71.51,79.34,6.5,107607.96,15.87,90.3,11.5,4.37,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Average,86.38,B,No
S06071,22,28.5,8.74,71.39,75.76,88.38,7.8,80020.82,16.19,43.0,10.2,3.43,Female,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,88.5,B+,No
S06072,20,17.0,9.82,59.35,55.9,62.86,8.1,113129.82,16.31,115.4,7.3,3.59,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,82.85,B-,Yes
S06073,19,24.8,10.28,75.51,64.07,81.91,8.2,60190.27,15.77,68.2,15.9,2.71,Female,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Excellent,78.52,C+,Yes
S06074,21,19.5,10.78,64.43,67.09,69.6,6.9,105287.95,16.0,43.3,15.3,4.2,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,82.91,B-,Yes
S06075,22,34.9,10.3,85.43,86.27,92.89,8.0,92290.92,19.49,35.6,7.2,2.42,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,92.26,A-,No
S06076,25,16.4,7.08,74.2,69.88,83.11,7.2,131156.07,16.91,87.1,16.7,3.94,Female,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,88.43,B+,No
S06077,18,29.3,10.0,66.14,65.36,77.1,8.4,19800.0,12.73,59.8,11.9,2.94,Female,Visual,No,Yes,False,High,High_School_Diploma,Excellent,74.77,C,Yes
S06078,22,18.9,4.74,67.78,68.37,77.87,8.6,63446.39,16.2,77.7,11.4,2.81,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Excellent,79.43,C+,Yes
S06079,22,47.2,13.94,90.4,98.05,101.63,6.5,149088.66,17.76,52.1,3.6,3.37,Male,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Average,101.5,A,No
S06080,22,15.4,11.54,59.57,61.12,61.13,8.2,110686.35,19.6,126.0,15.8,3.83,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Excellent,73.77,C,Yes
S06081,21,26.7,13.07,69.55,74.34,74.08,7.6,152178.7,16.88,106.7,9.4,4.4,Male,Visual,No,Yes,False,High,Bachelors_Degree,Average,90.81,A-,No
S06082,19,12.5,8.26,48.0,52.31,51.93,8.5,66081.4,12.49,120.4,9.5,4.26,Female,Auditory,No,Yes,False,High,High_School_Diploma,Excellent,66.0,D,Yes
S06083,22,24.8,8.89,82.75,71.15,86.95,7.2,118816.98,19.34,86.5,10.4,3.18,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,89.48,B+,No
S06084,23,25.7,12.05,72.36,77.65,80.2,6.8,114422.01,16.33,96.0,10.6,3.99,Male,Visual,No,Yes,True,Medium,Associate_Degree,Average,88.18,B+,No
S06085,20,36.3,12.71,83.21,66.13,81.74,6.6,67812.21,11.91,112.3,8.2,3.95,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,82.86,B-,Yes
S06086,21,32.7,10.79,83.54,78.66,90.78,7.1,108796.56,16.47,85.2,2.3,4.29,Female,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,93.13,A,No
S06087,23,27.1,8.47,79.13,79.12,90.16,8.2,133711.17,19.41,114.7,7.7,2.23,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Excellent,92.93,A-,No
S06088,20,25.9,9.42,69.89,67.62,71.89,7.6,86417.13,15.68,93.9,11.6,4.48,Male,Visual,No,Yes,False,High,Some_College_No_Degree,Average,81.25,B-,Yes
S06089,20,32.7,12.44,89.43,76.23,94.16,9.0,86177.97,18.76,45.5,8.6,2.59,Male,Visual,Yes,Yes,True,Medium,Some_College_No_Degree,Excellent,89.55,B+,No
S06090,18,34.6,7.67,73.04,74.62,85.3,7.3,75503.0,14.69,55.6,9.1,3.94,Female,Visual,No,Yes,True,Medium,Some_College_No_Degree,Average,86.01,B,No
S06091,26,34.8,12.2,95.78,90.83,97.39,7.6,91380.35,17.78,60.3,12.7,2.92,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,91.87,A-,No
S06092,23,24.2,10.58,75.97,65.93,75.45,7.2,72990.89,12.61,66.4,19.4,4.3,Male,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,78.92,C+,Yes
S06093,25,28.1,12.31,90.26,73.79,90.59,8.1,95332.1,15.36,67.1,13.5,1.96,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,88.79,B+,No
S06094,22,23.1,11.5,69.6,68.53,75.16,7.3,99151.84,16.05,99.5,10.6,4.72,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,83.83,B,No
S06095,22,17.2,6.25,66.97,62.89,72.82,8.2,67213.93,17.47,68.5,17.3,4.06,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,78.24,C+,Yes
S06096,24,31.3,9.42,75.31,85.44,96.18,6.5,104591.31,15.08,97.8,12.4,3.66,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,90.29,A-,No
S06097,24,41.6,6.38,90.49,90.22,93.55,7.0,110173.66,14.23,51.9,12.2,2.63,Male,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Average,95.23,A,No
S06098,23,33.8,10.25,89.25,78.7,89.06,8.2,94727.29,15.29,65.9,14.5,2.24,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,87.72,B+,No
S06099,24,23.0,5.95,85.76,76.02,91.11,7.5,74239.06,17.44,36.8,11.7,2.05,Male,Reading/Writing,Yes,Yes,False,Low,Some_College_No_Degree,Average,86.84,B,No
S06100,25,14.2,6.07,63.48,74.5,73.58,7.3,142795.23,17.07,132.6,12.9,4.63,Female,Auditory,No,Yes,False,Medium,Bachelors_Degree,Average,80.67,B-,Yes
S06101,20,27.4,5.67,75.97,84.35,89.36,10.0,118881.29,22.73,34.0,6.1,1.53,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,92.88,A-,No
S06102,22,28.8,11.91,79.95,71.27,81.02,7.9,46281.88,14.83,93.4,8.8,2.83,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,81.28,B-,Yes
S06103,22,20.6,4.4,66.21,64.63,76.7,7.4,61233.56,14.51,87.7,15.4,3.91,Female,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Average,77.8,C+,Yes
S06104,22,26.4,11.12,75.5,78.08,85.36,6.6,118079.18,17.15,81.2,12.1,2.89,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,88.05,B+,No
S06105,21,20.9,11.12,67.27,72.36,84.68,10.0,165963.18,16.63,84.9,11.8,3.49,Male,Reading/Writing,No,Yes,False,High,Masters_Degree,Excellent,90.33,A-,No
S06106,21,14.6,10.15,75.45,62.05,82.54,8.6,115950.44,17.57,81.1,9.9,2.98,Female,Auditory,Yes,Yes,False,Medium,Associate_Degree,Excellent,85.21,B,No
S06107,22,25.7,4.75,75.39,71.52,89.23,7.2,87502.29,14.32,79.5,14.5,2.74,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,84.73,B,No
S06108,27,25.8,10.19,87.55,77.85,82.89,8.5,124454.43,14.46,153.2,11.1,2.58,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,85.49,B,No
S06109,24,16.6,4.87,77.29,61.96,77.28,6.5,107993.67,15.29,97.8,19.2,2.81,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Average,82.41,B-,Yes
S06110,19,24.4,8.52,63.16,62.42,68.49,9.1,63999.44,15.79,106.7,11.5,3.61,Male,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,77.08,C+,Yes
S06111,23,24.5,6.74,79.0,73.63,83.25,6.7,64117.43,17.04,79.4,3.7,3.92,Male,Reading/Writing,Yes,Yes,False,Medium,High_School_Diploma,Average,87.34,B+,No
S06112,29,27.3,7.9,88.08,79.94,83.06,6.2,137829.68,15.41,178.0,18.3,3.75,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,86.93,B,No
S06113,22,29.1,10.51,78.87,66.75,84.79,8.5,115442.25,13.14,139.9,11.9,2.37,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,84.05,B,No
S06114,22,24.8,9.77,76.55,66.02,77.52,8.6,90170.39,13.37,67.4,14.0,3.0,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Excellent,82.51,B-,Yes
S06115,21,24.9,8.22,72.31,67.15,79.82,8.7,66204.84,14.28,77.6,9.9,2.91,Male,Reading/Writing,No,Yes,False,Medium,High_School_Diploma,Excellent,81.44,B-,Yes
S06116,23,24.9,9.13,85.05,76.66,84.71,8.6,113460.72,19.3,34.9,11.6,1.27,Male,Reading/Writing,Yes,Yes,False,Low,Associate_Degree,Excellent,90.67,A-,No
S06117,21,21.7,11.41,67.42,69.46,74.37,8.2,84489.13,18.42,109.7,9.1,3.43,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,80.95,B-,Yes
S06118,22,37.9,16.09,86.78,82.09,93.57,6.5,115616.88,15.04,65.5,11.9,4.25,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,92.63,A-,No
S06119,21,24.5,14.11,69.26,67.54,77.86,6.3,121300.42,14.06,66.2,15.4,4.63,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,85.57,B,No
S06120,24,38.2,11.64,94.07,89.31,100.26,7.5,175193.0,16.06,95.8,10.9,3.18,Female,Kinesthetic,Yes,Yes,True,Low,Masters_Degree,Average,101.39,A,No
S06121,19,43.5,13.55,85.63,82.34,98.01,6.5,19800.0,16.17,29.3,6.0,4.17,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,88.08,B+,No
S06122,22,28.0,9.15,72.52,70.72,78.07,7.2,116655.04,13.06,128.4,12.1,4.25,Female,Visual,No,Yes,False,Medium,Associate_Degree,Average,80.21,B-,Yes
S06123,24,12.3,5.44,66.0,63.29,66.33,8.0,90492.99,15.57,116.1,11.9,4.86,Male,Auditory,No,Yes,False,High,Some_College_No_Degree,Average,79.01,C+,Yes
S06124,22,26.5,8.07,74.5,66.31,74.14,7.7,90328.15,17.21,133.6,10.5,4.69,Female,Visual,No,Yes,False,Medium,Some_College_No_Degree,Average,78.4,C+,Yes
S06125,24,23.9,5.53,82.14,69.05,87.59,6.7,150908.19,14.28,112.4,15.7,3.51,Female,Reading/Writing,Yes,Yes,False,Medium,Bachelors_Degree,Average,91.44,A-,No
S06126,20,31.0,10.28,80.26,74.86,84.76,8.3,118809.1,16.25,83.5,7.4,2.66,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Excellent,89.93,B+,No
S06127,22,26.5,10.76,80.48,76.35,89.73,8.1,149871.02,18.93,110.2,11.5,2.04,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Excellent,91.34,A-,No
S06128,19,33.6,11.18,76.17,79.55,91.25,8.0,119413.56,17.54,94.6,4.0,4.03,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,91.8,A-,No
S06129,24,36.8,7.29,88.24,78.75,81.97,7.5,121203.08,17.35,141.4,11.6,3.39,Female,Kinesthetic,Yes,Yes,True,Low,Associate_Degree,Average,89.74,B+,No
S06130,18,22.2,5.96,63.04,55.1,70.09,8.5,60466.01,16.74,102.1,14.5,3.18,Female,Reading/Writing,No,Yes,False,High,High_School_Diploma,Excellent,76.24,C,Yes
S06131,24,29.5,9.6,78.18,71.88,78.41,6.0,120999.67,12.83,149.5,16.1,4.93,Male,Visual,Yes,Yes,False,Medium,Associate_Degree,Average,79.45,C+,Yes
S06132,23,36.0,5.43,86.3,73.92,85.75,6.3,81950.57,12.27,58.3,13.4,2.42,Male,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,88.65,B+,No
S06133,23,27.8,6.66,81.28,68.75,80.07,9.4,95506.6,14.88,120.1,11.0,2.37,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Excellent,82.44,B-,Yes
S06134,21,39.4,11.19,81.74,79.18,92.17,6.8,54489.28,12.71,79.7,9.4,3.6,Male,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,86.59,B,No
S06135,23,40.9,10.27,92.2,81.04,93.61,7.9,96961.01,12.6,116.2,17.2,3.08,Female,Kinesthetic,Yes,Yes,True,Low,Some_College_No_Degree,Average,85.65,B,No
S06136,23,33.8,10.27,86.28,83.48,94.75,7.9,123122.5,17.34,92.4,8.5,3.19,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Average,93.81,A,No
S06137,23,35.3,11.31,82.51,76.91,82.08,6.5,66530.94,13.53,41.1,13.7,3.54,Female,Kinesthetic,Yes,Yes,True,Medium,High_School_Diploma,Average,86.43,B,No
S06138,22,32.2,15.2,77.36,75.57,81.14,6.8,122397.95,16.24,80.9,14.8,3.84,Male,Visual,Yes,Yes,True,Medium,Associate_Degree,Average,89.05,B+,No
S06139,24,46.3,17.28,100.05,96.78,100.83,6.4,163216.01,14.27,98.3,7.5,4.2,Male,Kinesthetic,Yes,Yes,True,Medium,Masters_Degree,Average,103.0,A,No
S06140,20,28.4,15.78,72.91,81.92,91.36,5.9,117250.94,19.03,10.0,13.0,4.54,Male,Visual,No,Yes,True,Medium,Associate_Degree,Poor,90.4,A-,No
S06141,19,26.2,12.33,63.38,59.09,63.77,6.7,49540.47,13.66,95.7,11.4,4.69,Female,Visual,No,Yes,False,High,High_School_Diploma,Average,76.18,C,Yes
S06142,19,25.7,11.65,75.72,66.54,82.45,7.7,76939.29,15.45,114.0,8.3,2.96,Male,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,81.49,B-,Yes
S06143,21,23.4,13.58,73.08,68.43,85.27,6.3,139134.46,16.66,124.4,8.5,4.64,Male,Reading/Writing,No,Yes,False,Medium,Bachelors_Degree,Average,87.71,B+,No
S06144,19,20.6,11.39,66.81,63.52,72.4,8.3,78038.27,15.58,38.9,5.6,2.85,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,83.4,B,No
S06145,23,24.4,10.29,84.24,73.36,85.2,7.2,126511.34,15.88,99.7,11.7,4.2,Male,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.93,B+,No
S06146,22,23.5,8.94,81.32,77.14,97.72,9.1,111379.16,15.85,79.3,13.2,2.63,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Excellent,86.48,B,No
S06147,22,29.0,7.96,70.38,66.97,73.72,8.4,98862.82,12.62,101.7,14.4,3.53,Male,Visual,No,Yes,False,Medium,Some_College_No_Degree,Excellent,82.6,B-,Yes
S06148,23,35.5,7.59,82.4,79.9,88.07,6.7,109019.6,16.78,107.4,16.4,4.21,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,89.61,B+,No
S06149,25,26.7,7.89,82.66,73.19,76.91,6.8,77897.49,14.61,114.4,10.4,2.83,Female,Visual,Yes,Yes,False,Low,Some_College_No_Degree,Average,84.93,B,No
S06150,25,28.9,10.88,85.12,73.47,91.18,6.8,81123.08,13.74,82.8,15.8,2.94,Female,Visual,Yes,Yes,True,Low,Some_College_No_Degree,Average,86.41,B,No
S06151,25,9.2,9.77,68.66,69.93,83.17,6.7,99089.86,16.94,31.2,13.0,3.59,Male,Auditory,No,No,False,Medium,Some_College_No_Degree,Average,84.43,B,No
S06152,19,32.4,14.35,69.28,65.82,72.47,5.0,19800.0,13.22,93.3,10.6,5.75,Female,Visual,No,Yes,False,High,High_School_Diploma,Poor,76.9,C,Yes
S06153,26,28.1,16.21,95.1,76.97,92.83,6.8,151198.37,13.17,84.3,17.0,3.02,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,93.08,A,No
S06154,18,37.8,14.77,84.16,76.57,101.46,7.1,114058.59,16.32,57.0,10.9,3.96,Male,Kinesthetic,Yes,Yes,True,Medium,Associate_Degree,Average,92.32,A-,No
S06155,20,15.0,11.55,58.28,58.25,63.49,7.4,107810.12,15.89,104.2,12.2,4.25,Female,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,79.31,C+,Yes
S06156,21,9.5,7.98,55.51,62.81,76.01,9.5,125400.33,18.86,55.8,12.5,3.14,Female,Auditory,No,No,False,High,Associate_Degree,Excellent,83.69,B,No
S06157,23,19.0,12.02,75.74,73.58,86.31,7.2,100070.16,18.12,63.1,7.5,4.25,Female,Reading/Writing,Yes,Yes,False,Medium,Associate_Degree,Average,88.46,B+,No
S06158,24,30.3,9.64,76.56,79.6,80.78,7.1,50312.87,13.48,72.8,15.8,4.26,Female,Visual,Yes,Yes,True,Medium,High_School_Diploma,Average,81.54,B-,Yes
S06159,19,16.4,8.07,60.47,60.76,69.05,9.0,86508.29,18.88,91.7,5.8,3.62,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,80.64,B-,Yes
S06160,22,26.6,9.26,78.64,75.14,83.01,8.8,125901.25,18.1,56.0,8.4,1.52,Female,Visual,Yes,Yes,True,Low,Associate_Degree,Excellent,91.7,A-,No
S06161,24,32.4,9.96,91.58,83.29,92.96,6.6,139641.38,17.97,85.9,10.5,2.9,Male,Visual,Yes,Yes,True,Low,Bachelors_Degree,Average,97.02,A,No
S06162,23,31.5,11.48,86.01,76.63,91.38,6.0,57827.02,14.41,69.0,8.3,2.57,Male,Visual,Yes,Yes,True,Low,High_School_Diploma,Average,86.75,B,No
S06163,21,16.9,5.04,59.83,58.5,67.43,6.9,114317.29,16.22,114.4,23.7,4.24,Male,Reading/Writing,No,Yes,False,High,Associate_Degree,Average,77.86,C+,Yes
S06164,22,9.7,10.35,66.56,51.77,68.77,5.3,100885.57,15.52,74.8,24.2,5.61,Male,Auditory,No,Yes,False,High,Associate_Degree,Poor,76.93,C,Yes
S06165,21,16.7,14.15,63.95,59.77,69.0,6.2,79025.21,17.02,102.5,11.8,4.37,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,79.37,C+,Yes
S06166,20,37.1,16.2,81.12,69.04,78.69,6.8,85146.62,12.88,78.0,14.0,4.39,Male,Kinesthetic,Yes,Yes,False,High,Some_College_No_Degree,Average,84.35,B,No
S06167,24,11.3,9.2,74.66,61.0,78.85,8.3,128650.27,19.99,107.0,9.9,3.32,Female,Auditory,No,Yes,False,Medium,Associate_Degree,Excellent,86.7,B,No
S06168,19,23.7,8.47,57.98,65.71,71.21,8.6,84060.63,18.59,81.4,13.0,3.41,Male,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Excellent,80.45,B-,Yes
S06169,22,23.1,5.67,70.76,77.13,83.24,8.3,116545.55,19.33,80.3,10.6,2.66,Female,Reading/Writing,No,Yes,False,Medium,Associate_Degree,Excellent,87.84,B+,No
S06170,21,39.7,18.6,95.51,88.93,100.44,9.3,149184.76,18.49,15.3,7.2,2.1,Male,Kinesthetic,Yes,Yes,True,Medium,Bachelors_Degree,Excellent,100.5,A,No
S06171,22,30.6,14.72,91.3,75.9,98.27,6.6,131724.25,17.21,89.5,10.9,4.05,Male,Visual,Yes,Yes,True,Medium,Bachelors_Degree,Average,94.17,A,No
S06172,22,24.3,10.94,68.95,70.68,79.4,6.5,85428.29,15.59,89.3,11.9,4.56,Female,Reading/Writing,No,Yes,False,High,Some_College_No_Degree,Average,83.76,B,No
S06173,23,19.1,7.46,77.69,65.98,85.55,7.5,89722.46,13.76,130.8,13.4,4.14,Female,Reading/Writing,Yes,Yes,False,Medium,Some_College_No_Degree,Average,77.57,C+,Yes
S06174,19,30.7,12.78,72.35,73.96,80.49,8.1,81615.87,16.63,56.8,10.9,2.74,Male,Visual,No,Yes,True,High,Some_College_No_Degree,Excellent,84.1,B,No
S06175,23,32.2,9.35,86.72,82.16,96.63,6.4,121452.05,15.94,42.4,11.3,2.35,Male,Visual,Yes,Yes,True,Low,Associate_Degree,Average,94.18,A,No
